"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"Jego eminencja 37119",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Jego eminencja 37119","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,0,1,0,100,0,,0,-,-,-,https://koszulkowy.pl/37119-pachnie-jak-wizyta-jego-eminencji-.html,"Pachnie jak wizyta jego eminencji - Michałowa - świeczka zapachowa na prezent dla fanów serialu Ranczo. 😌 Podaruj bliskim niezapomniane chwile z ulubionym serialem i wprowadź do ich wnętrz wyjątkowy zapach. 🕯️ Kup teraz ➡️ https://koszulkowy.pl/37119-pachnie-jak-wizyta-jego-eminencji-.html",2026-01-01,2026-01-31
"CKW Multi Ranczo 34138 – kopia",not_delivering,ad,"CKW Ranczo Film","CKW Multi Ranczo 34138 – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34138-wilkowyje-city.html,"Wilkowyje City - męska koszulka na prezent dla fanów serialu Ranczo. Idealny upominek, który zachwyci każdego fana humorem i oryginalnym designem! 🎁 Kup teraz 👉 https://koszulkowy.pl/34138-wilkowyje-city.html",2026-01-01,2026-01-31
"Zateguje 11960",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Zateguje 11960","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/11960-to-sie-zateguje.html,"To się jakoś zateguje 👨‍🔧
Najważniejsze to umieć znaleźć rozwiązanie dla każdego problemu 😎
Kup teraz ✅ https://koszulkowy.pl/11960-to-sie-zateguje.html",2026-01-01,2026-01-31
"CKW Rolka Legenda 25389 (16.10)",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Rolka Legenda 25389 (16.10)","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html,"1975 Narodziny legendy 50 lat 😎
Prawdziwe legendy kończą w tym roku 50 lat 🤩🎁
Zobacz 👉 https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html",2026-01-01,2026-01-31
"Świecia 33695 – kopia",not_delivering,ad,"CKW Świece","Świecia 33695 – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33695-nasza-przyjazn-jest-jak-ta-swieca.html,"Nasza przyjaźń jest jak ta świeca - zapomnij o mnie a spalę Ci dom! - świeca zapachowa na prezent dla przyjaciółki. 🕯️ Chcesz pokazać przyjaciółce, jak bardzo Ci na niej zależy? Wybierz świecę z nutą humoru i odrobiną pieprzu! 😂 Kup teraz ❤️ https://koszulkowy.pl/33695-nasza-przyjazn-jest-jak-ta-swieca.html",2026-01-01,2026-01-31
"22141 | Kubek Szwager | Polina",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","22141 | Kubek Szwager | Polina","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/22141-szwagier-nie-pyta-szwagier-podaje-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"CKW Rolka Legenda 25389 (16.10) – Copy",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Rolka Legenda 25389 (16.10) – Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html,"1975 Narodziny legendy 50 lat 😎
Prawdziwe legendy kończą w tym roku 50 lat 🤩🎁
Zobacz 👉 https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html",2026-01-01,2026-01-31
"CKW Rolka Legenda 25389 (16.10) – Copy",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Rolka Legenda 25389 (16.10) – Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html,"1975 Narodziny legendy 50 lat 😎
Prawdziwe legendy kończą w tym roku 50 lat 🤩🎁
Zobacz 👉 https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html",2026-01-01,2026-01-31
"CKW Rolka Legenda 25389 (16.10)",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Rolka Legenda 25389 (16.10)","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,0,1,0,33.33333333,0,,0,-,-,-,https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html,"1975 Narodziny legendy 50 lat 😎
Prawdziwe legendy kończą w tym roku 50 lat 🤩🎁
Zobacz 👉 https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html",2026-01-01,2026-01-31
"Ciociu dzięki tobie 37301",not_delivering,ad,"A+ Świece dla rodziny","Ciociu dzięki tobie 37301",Incremental,0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/37301-ciociu-dzieki-tobie-swiat-pachnie-lepiej.html,"Ciociu dzięki tobie świat pachnie lepiej - świeczka zapachowa na prezent dla cioci.💜 Magiczny aromat, który wniesie ciepło do każdego wnętrza i wywoła uśmiech na twarzy Twojej cioci! 🕯️ Zobacz teraz 👉 https://koszulkowy.pl/37301-ciociu-dzieki-tobie-swiat-pachnie-lepiej.html",2026-01-01,2026-01-31
"LINK - Emeryt Karuzela Video – kopia – kopia",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","LINK - Emeryt Karuzela Video – kopia – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/554-prezent-dla-emeryta,"Wysyłka w 24h 👌
""Takiego prezentu szukałem. Koszulka ""dla emeryta"" bardzo nas gości rozbawiła, może niekoniecznie samego zainteresowanego 😀 Polecam sklep Dobra jakość a przede wszystkim dostawa z dnia na dzień. Pozdrawiam Robert"" ⭐ 4.8/5

Ponad 500 tysięcy zadowolonych klientów 🎁
https://koszulkowy.pl/554-prezent-dla-emeryta
Ty też skorzystaj z okazji i zamów koszulkę na prezent ✅",2026-01-01,2026-01-31
"CKW Świeca 33693 15.10",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Świeca 33693 15.10","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33693-swieca-o-zapachu-swietego-spokoju.html,"Świeca o zapachu świętego spokoju - świeca zapachowa na prezent. Uspokój umysł z aromatem, który przynosi relaks i odprężenie 🕯️✨ Kup teraz 👉 https://koszulkowy.pl/33693-swieca-o-zapachu-swietego-spokoju.html",2026-01-01,2026-01-31
"22141 | Kubek Szwager | Polina - Copy",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","22141 | Kubek Szwager | Polina - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/22141-szwagier-nie-pyta-szwagier-podaje-kubek-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"DPA CKW Budowlaniec Karuzela – Video",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","DPA CKW Budowlaniec Karuzela – Video","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/562-prezent-dla-budowlanca,"👉 https://koszulkowy.pl/562-prezent-dla-budowlanca 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"34451 | Koszulka GTA POlska | Polina",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","34451 | Koszulka GTA POlska | Polina","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34451-polska-meska-koszulka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Pies 34466",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Pies 34466","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34466-anatomia-mopsa.html,"Anatomia mopsa. 🐾 Zaskocz swoje bliskie osoby wyjątkowym prezentem, który rozweseli każdego miłośnika psów! 🎁 Kup teraz 👉 https://koszulkowy.pl/34466-anatomia-mopsa.html",2026-01-01,2026-01-31
"Michałowa wiedzieć 37121 – kopia",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Michałowa wiedzieć 37121 – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-.html,"Taka moja rola wiedzieć - Michałowa - świeczka zapachowa na prezent dla fanów serialu Ranczo. Przenieś się w magiczny świat Rancza z unikalnym zapachem, idealnym do relaksu i wspomnień. Zajrzyj 🔍 https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-.html",2026-01-01,2026-01-31
"37121 | Swieca wszystkowiedzacej | Polina",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","37121 | Swieca wszystkowiedzacej | Polina","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-michalowa-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,{{product.brand}},2026-01-01,2026-01-31
"CKW Hokej Karuzela Video 25308",not_delivering,ad,"CKW Hokej 25308","CKW Hokej Karuzela Video 25308","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/25308-dzien-bez-hokeja.html,"Prezent dla hokeisty 👉 https://koszulkowy.pl/25308-dzien-bez-hokeja.html 👕 Zamów koszulkę ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"1670 Koń 35205 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","1670 Koń 35205 - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html,"Koń Ci się chyba rozchorował. 🐴 Ten zabawny t-shirt wywoła uśmiech na twarzy każdego miłośnika serialu! 🎁 Kup teraz i spraw radość swojemu bliskiemu! 👉 https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html",2026-01-01,2026-01-31
"Ranczo Kubek 35341 jest w scalingu",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Ranczo Kubek 35341 jest w scalingu","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo 🎁  kubek na prezent 🤩 Kup teraz 👉 https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"CKW Multi 1670 - 35098 – Copy",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Multi 1670 - 35098 – Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35098-gerard-z-rumi-dla-fanow-serialu-1670.html,"Gerard z Rumi dla fanów serialu 1670. 🎁 Spraw, aby prezent był niezapomniany i pełen uśmiechu! 😄 Kup teraz 👉 https://koszulkowy.pl/35098-gerard-z-rumi-dla-fanow-serialu-1670.html",2026-01-01,2026-01-31
"CKW Rolka Legenda 25389 (16.10)",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Rolka Legenda 25389 (16.10)","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html,"1975 Narodziny legendy 50 lat 😎
Prawdziwe legendy kończą w tym roku 50 lat 🤩🎁
Zobacz 👉 https://koszulkowy.pl/25389-1975-narodziny-legendy-50-lat.html",2026-01-01,2026-01-31
"CKW Świeca 33682 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Świeca 33682 - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33682-swieca-o-zapachu-hybrydy.html,"Świeca o zapachu hybrydy i pogaduszek - świeca zapachowa na prezent dla stylistki paznokci. Podaruj wyjątkowy aromat, który otuli zmysły i przyniesie wspomnienia najlepszych chwil z salonu 💅✨. Sprawdź teraz ➡️ https://koszulkowy.pl/33682-swieca-o-zapachu-hybrydy.html",2026-01-01,2026-01-31
"33746 Ranczo Geniusz - Copy 2",active,ad,Universal__100+80__45__PL__*,"33746 Ranczo Geniusz - Copy 2","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33746-geniusz-po-prostu.html,"Geniusz, po prostu geniusz 👌 męska koszulka na prezent dla fanów serialu Ranczo  👕 Zamów teraz 🎁 https://koszulkowy.pl/33746-geniusz-po-prostu.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"CKW - DPA Ranczo Film Karuzela",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW - DPA Ranczo Film Karuzela","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo,"Dla fanów kultowego Rancza, którzy tęsknią za Wilkowyjami! 🐓 Mamy koszulki, kubki i inne gadżety z inspirowane serialem – idealne na prezent lub dla siebie. 😄 Nowość: świeczki z tej serii, które wprowadzą klimat prawdziwego Rancza do Twojego domu! 🕯 👉  https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo",2026-01-01,2026-01-31
"DPA Szwagier",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","DPA Szwagier","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/551-prezent-dla-szwagra,"Zobacz jakie prezenty możesz dać najbliższym. Sprawdź nasze bestsellerowe propozycje dla szwagra🎁
👉 https://koszulkowy.pl/551-prezent-dla-szwagra",2026-01-01,2026-01-31
"DPA Elektryk – kopia",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","DPA Elektryk – kopia","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/563-prezent-dla-elektryka,"Dla elektryków, którzy potrafią rozświetlić każde pomieszczenie… i każdy humor! ⚡😄 Zobacz nasze koszulki, kubki i prezenty stworzone specjalnie dla mistrzów prądu! https://koszulkowy.pl/563-prezent-dla-elektryka",2026-01-01,2026-01-31
"Czołg Dziadek 14586 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Czołg Dziadek 14586 - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/14586-dziadka-piwo.html,"Sprzęt wystrzałowego dziadka - czołg na piwo z grawerem 🍺🎁
Wystrzałowy prezent dla wystrzałowego dziadka! 👴 
Kup teraz ✅ https://koszulkowy.pl/14586-dziadka-piwo.html",2026-01-01,2026-01-31
"24542| koszulka żona- Polina",active,ad,Universal__100+80__45__PL__Walentynki,"24542| koszulka żona- Polina","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/24542-moja-zona-twierdzi-ze-mam-dwie-wady-v2-meska-koszulka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"1670 My na hazard 35197",not_delivering,ad,"1670 My na hazard - Copy","1670 My na hazard 35197","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard 👕 męska koszulka na prezent dla fanów serialu 1670 🤩 Kup teraz 🎁 https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"23827 Mąż Fryzjerki - Copy",active,ad,Universal__100+80__45__PL__*,"23827 Mąż Fryzjerki - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/23827-maz-fryzjerki.html,"Mąż fryzjerki jest jak normalny mąż, tylko fajniejszy 💇‍♂️🥰
Oryginalny prezent 🎁😍
Kup teraz ➡️  https://koszulkowy.pl/23827-maz-fryzjerki.html",2026-01-01,2026-01-31
"1670 Koń 35205",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","1670 Koń 35205","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html,"Koń Ci się chyba rozchorował. 🐴 Ten zabawny t-shirt wywoła uśmiech na twarzy każdego miłośnika serialu! 🎁 Kup teraz i spraw radość swojemu bliskiemu! 👉 https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html",2026-01-01,2026-01-31
"Pies 34522",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Pies 34522","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34522-golden-retriever-anatomia.html,"Golden retriever - anatomia. 🐾 Idealny upominek dla miłośników tej rasy, który rozgrzeje każde serce i sprawi radość podczas przyjemnego leniuchowania! ☕️🧸 Kup teraz 👉 https://koszulkowy.pl/34522-golden-retriever-anatomia.html",2026-01-01,2026-01-31
"Wilkowyje Ranczo GTA 34138",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Wilkowyje Ranczo GTA 34138","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34138-wilkowyje-city.html,"Wilkowyje City - męska koszulka na prezent dla fanów serialu Ranczo. Idealny upominek, który zachwyci każdego fana humorem i oryginalnym designem! 🎁 Kup teraz 👉 https://koszulkowy.pl/34138-wilkowyje-city.html",2026-01-01,2026-01-31
"Pies 34522",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Pies 34522","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/34522-golden-retriever-anatomia.html,"Golden retriever - anatomia. 🐾 Idealny upominek dla miłośników tej rasy, który rozgrzeje każde serce i sprawi radość podczas przyjemnego leniuchowania! ☕️🧸 Kup teraz 👉 https://koszulkowy.pl/34522-golden-retriever-anatomia.html",2026-01-01,2026-01-31
"Zateguje 33703 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Zateguje 33703 - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33703-to-sie-zateguje.html,"To się zateguje. 🎁 Podaruj bliskim coś wyjątkowego i oryginalnego, co wywoła uśmiech na twarzy każdego obdarowanego! 🌟 Kup teraz 👉 https://koszulkowy.pl/33703-to-sie-zateguje.html",2026-01-01,2026-01-31
"CKW Multi 1670 - 35098 – Copy",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Multi 1670 - 35098 – Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35098-gerard-z-rumi.html,"Gerard z Rumi dla fanów serialu 1670. 🎁 Spraw, aby prezent był niezapomniany i pełen uśmiechu! 😄 Kup teraz 👉 https://koszulkowy.pl/35098-gerard-z-rumi.html",2026-01-01,2026-01-31
"CKW Świeca 33692 15.10",not_delivering,ad,"CKW Świece","CKW Świeca 33692 15.10","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33692-swieca-o-zapachu-twojej-bylej-pracy.html,"Świeca o zapachu Twojej byłej pracy - świeca zapachowa na prezent dla emeryta. 🕯️ Przywołaj wspomnienia i wywołaj uśmiech niespodziewanym zapachem płynącym z naszej świecy! 😄 Zobacz szczegóły tutaj: 👉 https://koszulkowy.pl/33692-swieca-o-zapachu-twojej-bylej-pracy.html",2026-01-01,2026-01-31
"Anatomia 40 lat 36017 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Anatomia 40 lat 36017 - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/36017-anatomia-40-latki.html,"Anatomia 40-latki - damska koszulka na prezent. 🎁 Zaskocz jubilatkę koszulką, która z humorem podkreśla jej wyjątkowość! ✨ Sprawdź teraz 🤩 https://koszulkowy.pl/36017-anatomia-40-latki.html",2026-01-01,2026-01-31
"Michałowa wiedzieć 37121 – kopia - Copy 2",active,ad,Universal__100+80__45__PL__*,"Michałowa wiedzieć 37121 – kopia - Copy 2","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-.html,"Taka moja rola wiedzieć - Michałowa - świeczka zapachowa na prezent dla fanów serialu Ranczo. Przenieś się w magiczny świat Rancza z unikalnym zapachem, idealnym do relaksu i wspomnień. Zajrzyj 🔍 https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-.html",2026-01-01,2026-01-31
"Ranczo 35647",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Ranczo 35647","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35647-jaka-marchew-taka-nac.html,"Jaka marchew taka nać, jaka córka taka mać - dla fanów serialu Ranczo.🎁 Zaskocz bliskich niebanalnym prezentem, który podbije serce każdego fana tego kultowego serialu! Kup teraz! 💥👉 https://koszulkowy.pl/35647-jaka-marchew-taka-nac.html",2026-01-01,2026-01-31
"Ławeczka ranczo 35338",archived,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Ławeczka ranczo 35338","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo. 🌟 Świetny upominek dla każdego fana kultowego serialu, który wywoła uśmiech na twarzy! 🎁 Kup teraz 👉 https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"33746 Ranczo Geniusz - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","33746 Ranczo Geniusz - Copy","7-day click, 1-day view or 1-day engaged view",0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/33746-geniusz-po-prostu.html,"Geniusz, po prostu geniusz 👌 męska koszulka na prezent dla fanów serialu Ranczo  👕 Zamów teraz 🎁 https://koszulkowy.pl/33746-geniusz-po-prostu.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"Dla dziadka led 38277",not_delivering,ad,"A+ Dziadek nowości","Dla dziadka led 38277",Incremental,0,,,,0,,,,0,0,,,,,,,,,,,,,,,0,,0,-,-,-,https://koszulkowy.pl/38277-dla-kochanego-dziadka.html,"Dla kochanego dziadka - Lampka led z grawerem. Podaruj swojemu dziadkowi coś naprawdę wyjątkowego, co rozświetli jego dzień i serce. 🌟 Kup teraz 💥 https://koszulkowy.pl/38277-dla-kochanego-dziadka.html",2026-01-01,2026-01-31
